Address,Neighborhood,Bedrooms,Bathrooms,Square Meters,Building Age,Garden,Garage,Floors,Property Type,Heating Type,Balcony,Interior Style,View,Materials,Building Status,Price,Mapped_location,Unnamed: 0,Property Name,price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code
183 Strand,Islington,4,3,125,81,0,0,3,Apartment,Central Heating,High-level Balcony,Minimalist,Park,Marble,Old,1000000,Islington,714,Cloudesley Place,1435000,House,1341,3,3,3,Islington,London,N1 0JA
64 Camden High Street,Islington,3,3,119,9,1,1,2,Detached House,Underfloor Heating,High-level Balcony,Industrial,Street,Wood,Renovated,1428000,Islington,2044,Waterloo Terrace,1850000,House,1512,3,3,3,Islington,London,N1 1TQ
62 Bond Street,Shoreditch,4,3,227,70,1,1,3,Apartment,Gas Heating,Low-level Balcony,Classic,Park,Marble,Renovated,1664666,Hackney,1846,Chilton Street,625000,Flat / Apartment,842,1,1,1,Shoreditch,London,E2 6EA
113 Baker Street,Islington,4,3,226,92,1,1,2,Detached House,Gas Heating,Low-level Balcony,Modern,Sea,Granite,Renovated,2712000,Islington,889,Liverpool Road,1895000,House,1868,3,3,3,Islington,London,N1 0RE
66 Baker Street,Shoreditch,3,1,222,98,0,1,1,Apartment,Electric Heating,High-level Balcony,Minimalist,Park,Laminate Flooring,New,1628000,Hackney,2366,City Road,1000000,Flat / Apartment,1173,2,2,2,Shoreditch,London,EC1V 2NR
84 Regent Street,Marylebone,3,1,80,79,0,1,2,Detached House,Gas Heating,No Balcony,Classic,City,Granite,New,1200000,Westminster,3394,Upper Wimpole Street,14750000,House,9053,9,9,9,Marylebone,London,W1G 6LG
97 Oxford Street,Marylebone,1,1,242,70,1,1,1,Semi-Detached,Electric Heating,No Balcony,Classic,Sea,Granite,Old,2904000,Westminster,2622,Portland Place,1050000,Flat / Apartment,631,2,2,2,Marylebone,London,W1B 1NX
87 Regent Street,Marylebone,5,1,73,5,1,0,1,Detached House,Central Heating,Low-level Balcony,Modern,Park,Wood,New,1095000,Westminster,2136,Dukes Mews,4000000,House,2435,3,3,3,Marylebone,London,W1U 3ET
198 Strand,Shoreditch,5,3,76,80,1,1,3,Apartment,Electric Heating,No Balcony,Minimalist,City,Marble,Old,557333,Hackney,2473,City Road,1977000,New development,1075,2,2,2,Shoreditch,London,EC1V 1AA
193 King's Road,Marylebone,4,1,204,52,0,0,1,Detached House,Electric Heating,No Balcony,Classic,Sea,Granite,New,3060000,Westminster,2785,Dunstable Mews,2250000,House,1269,2,2,2,Marylebone,London,W1G 6BT
52 Piccadilly Circus,Westminster,3,1,109,98,1,0,1,Detached House,Central Heating,High-level Balcony,Modern,Street,Marble,New,1962000,Westminster,878,Maunsel Street,2950000,House,2349,5,5,5,Westminster,London,SW1P 2QN
189 Piccadilly Circus,Marylebone,2,1,96,61,0,1,1,Apartment,Gas Heating,No Balcony,Minimalist,Garden,Wood,New,960000,Westminster,3394,Upper Wimpole Street,14750000,House,9053,9,9,9,Marylebone,London,W1G 6LG
104 Baker Street,Islington,1,1,141,71,1,0,1,Detached House,Gas Heating,No Balcony,Industrial,Garden,Wood,Renovated,1692000,Islington,1025,Stonefield Street,499950,Flat / Apartment,386,1,1,1,Islington,London,N1 0HW
19 Fleet Street,Westminster,5,2,84,4,0,1,3,Semi-Detached,Underfloor Heating,Low-level Balcony,Industrial,Sea,Laminate Flooring,Renovated,1209600,Westminster,79,Great Peter Street,1100000,New development,791,2,2,2,Westminster,London,SW1P 2BN
82 Fleet Street,Westminster,1,3,58,93,1,1,1,Semi-Detached,Underfloor Heating,Low-level Balcony,Minimalist,Sea,Wood,New,835200,Westminster,230,Tufton Street,1650000,Flat / Apartment,1099,2,2,2,Westminster,London,SW1P 3AF
20 Camden High Street,Chelsea,4,3,103,89,0,1,3,Apartment,Electric Heating,No Balcony,Minimalist,Sea,Granite,Renovated,1373333,Kensington and Chelsea,791,Radnor Walk,3550000,House,1986,5,5,5,Chelsea,London,SW3 4BP
44 Park Lane,Marylebone,4,2,64,88,0,0,2,Apartment,Underfloor Heating,Low-level Balcony,Classic,Street,Marble,Old,640000,Westminster,2384,Wimpole Street,2575000,Flat / Apartment,1374,3,3,3,Marylebone,London,W1G 8AE
36 Strand,Camden,3,3,208,65,1,0,3,Detached House,Gas Heating,High-level Balcony,Industrial,Street,Laminate Flooring,New,2704000,Camden,2948,Inverness Street,450000,Flat / Apartment,500,1,1,1,Camden,London,NW1 7HB
157 Baker Street,Islington,5,1,184,59,0,1,2,Semi-Detached,Gas Heating,High-level Balcony,Minimalist,Sea,Wood,Renovated,1766400,Islington,986,Lawford Road,1375000,House,1340,3,3,3,Islington,London,N1 5BJ
104 Baker Street,Islington,1,1,141,71,1,0,1,Detached House,Gas Heating,No Balcony,Industrial,Garden,Wood,Renovated,1692000,Islington,1289,Canonbury Square,2500000,House,2537,6,6,6,Islington,London,N1 2AU
176 Camden High Street,Notting Hill,4,1,118,95,1,0,1,Apartment,Underfloor Heating,High-level Balcony,Classic,Sea,Marble,Renovated,1258666,Kensington and Chelsea,2977,Chepstow Road,1550000,Flat / Apartment,1227,2,2,2,Notting Hill,London,W2 5BH
55 Baker Street,Islington,1,1,243,94,1,0,2,Detached House,Central Heating,High-level Balcony,Industrial,City,Granite,New,2916000,Islington,1243,College Cross,2395000,House,2212,4,4,4,Islington,London,N1 1PT
191 Regent Street,Greenwich,4,1,193,82,0,1,1,Semi-Detached,Underfloor Heating,Low-level Balcony,Industrial,Sea,Marble,Old,1544000,Greenwich,2076,47 Pilot Walk,720000,Flat / Apartment,987,2,2,2,Greenwich,London,SE10 0NW
12 Oxford Street,Islington,3,2,103,84,0,1,3,Detached House,Electric Heating,Low-level Balcony,Industrial,Sea,Marble,New,1236000,Islington,2558,Pied Bull Yard,1250000,House,1013,3,3,3,Islington,London,N1 0EU
151 Fleet Street,Camden,4,2,98,49,1,1,2,Apartment,Electric Heating,Low-level Balcony,Industrial,Sea,Granite,Old,849333,Camden,269,Murray Mews,1395000,House,1587,3,3,3,Camden,London,NW1 9RJ
190 Fleet Street,Notting Hill,4,1,94,25,1,1,1,Detached House,Electric Heating,No Balcony,Classic,City,Marble,Renovated,1504000,Kensington and Chelsea,232,Rede Place,2700000,House,1791,3,3,3,Notting Hill,London,W2 4TU
139 Fleet Street,Islington,5,1,78,24,0,1,2,Detached House,Underfloor Heating,No Balcony,Modern,Park,Wood,New,936000,Islington,151,Barnsbury Park,5500000,House,3674,4,4,4,Islington,London,N1 1HQ
84 Bond Street,Islington,4,2,96,10,1,0,2,Detached House,Electric Heating,No Balcony,Minimalist,Park,Wood,Renovated,1152000,Islington,3153,Malvern Terrace,2000000,House,1450,4,4,4,Islington,London,N1 1HR
114 Park Lane,Islington,1,2,234,7,1,0,3,Semi-Detached,Central Heating,No Balcony,Industrial,City,Granite,Renovated,2246400,Islington,1083,Reliance Wharf,435000,Flat / Apartment,527,1,1,1,Islington,London,N1 5ET
8 Oxford Street,Islington,2,2,101,80,1,1,3,Apartment,Central Heating,High-level Balcony,Classic,City,Wood,Old,808000,Islington,1083,Reliance Wharf,435000,Flat / Apartment,527,1,1,1,Islington,London,N1 5ET
179 Bond Street,Marylebone,1,3,189,83,1,0,1,Detached House,Underfloor Heating,No Balcony,Minimalist,Park,Marble,Old,2835000,Westminster,2227,Marylebone High Street,7250000,New development,1991,3,3,3,Marylebone,London,W1U 4PY
134 Strand,Camden,2,2,93,91,1,0,2,Detached House,Gas Heating,No Balcony,Minimalist,Street,Laminate Flooring,Old,1209000,Camden,269,Murray Mews,1395000,House,1587,3,3,3,Camden,London,NW1 9RJ
17 Strand,Islington,1,3,104,2,0,0,2,Detached House,Electric Heating,High-level Balcony,Classic,City,Granite,New,1248000,Islington,2308,Thornhill Grove,2100000,House,1677,3,3,3,Islington,London,N1 1JG
77 Piccadilly Circus,Islington,1,1,106,92,0,0,3,Apartment,Central Heating,Low-level Balcony,Modern,Park,Marble,Old,848000,Islington,3153,Malvern Terrace,2000000,House,1450,4,4,4,Islington,London,N1 1HR
165 Bond Street,Marylebone,3,2,102,36,1,1,2,Detached House,Electric Heating,High-level Balcony,Minimalist,Sea,Laminate Flooring,Old,1530000,Westminster,741,Bryanston Square,2200000,Flat / Apartment,1163,3,3,3,Marylebone,London,W1H 2DH
11 Piccadilly Circus,Islington,3,3,85,45,0,0,2,Apartment,Gas Heating,High-level Balcony,Industrial,Street,Laminate Flooring,Old,680000,Islington,355,Thornhill Crescent,2850000,House,2857,5,5,5,Islington,London,N1 1BJ
121 Fleet Street,Marylebone,4,3,156,95,0,0,3,Apartment,Electric Heating,Low-level Balcony,Modern,Garden,Granite,New,1560000,Westminster,2525,Portland Place,4900000,Penthouse,2122,2,2,2,Marylebone,London,W1B 1PW
142 King's Road,Islington,1,3,242,85,0,1,3,Detached House,Central Heating,Low-level Balcony,Industrial,Sea,Granite,New,2904000,Islington,309,Douglas Road,1900000,House,1703,5,5,5,Islington,London,N1 2LD
154 Piccadilly Circus,Shoreditch,5,2,223,66,0,0,3,Apartment,Underfloor Heating,Low-level Balcony,Industrial,Park,Laminate Flooring,Renovated,1635333,Hackney,1846,Chilton Street,625000,Flat / Apartment,842,1,1,1,Shoreditch,London,E2 6EA
42 Piccadilly Circus,Notting Hill,5,3,135,65,1,1,1,Detached House,Gas Heating,High-level Balcony,Minimalist,Park,Wood,Old,2160000,Kensington and Chelsea,232,Rede Place,2700000,House,1791,3,3,3,Notting Hill,London,W2 4TU
39 Piccadilly Circus,Islington,5,1,237,53,1,1,1,Apartment,Underfloor Heating,No Balcony,Classic,Park,Granite,Renovated,1896000,Islington,1727,Cloudesley Road,599950,Flat / Apartment,432,1,1,1,Islington,London,N1 0EN
87 Regent Street,Marylebone,5,1,73,5,1,0,1,Detached House,Central Heating,Low-level Balcony,Modern,Park,Wood,New,1095000,Westminster,1710,Lisson Grove,1695000,Flat / Apartment,1636,4,4,4,Marylebone,London,NW1 6LW
179 Fleet Street,Westminster,4,1,231,92,1,0,1,Detached House,Central Heating,High-level Balcony,Minimalist,City,Wood,New,4158000,Westminster,230,Tufton Street,1650000,Flat / Apartment,1099,2,2,2,Westminster,London,SW1P 3AF
178 Park Lane,Marylebone,5,1,238,88,0,1,1,Apartment,Underfloor Heating,Low-level Balcony,Modern,City,Granite,New,2380000,Westminster,2753,Bickenhall Street,2900000,Penthouse,1455,2,2,2,Marylebone,London,W1U 6BN
40 Camden High Street,Islington,3,2,51,56,1,0,1,Detached House,Gas Heating,Low-level Balcony,Industrial,Garden,Laminate Flooring,New,612000,Islington,3153,Malvern Terrace,2000000,House,1450,4,4,4,Islington,London,N1 1HR
92 Fleet Street,Marylebone,1,1,177,73,1,1,1,Detached House,Central Heating,Low-level Balcony,Classic,Street,Laminate Flooring,Renovated,2655000,Westminster,1710,Lisson Grove,1695000,Flat / Apartment,1636,4,4,4,Marylebone,London,NW1 6LW
7 Strand,Camden,3,2,122,88,0,0,3,Apartment,Central Heating,No Balcony,Modern,Street,Granite,New,1057333,Camden,1237,Murray Street,735000,Flat / Apartment,953,2,2,2,Camden,London,NW1 9RE
2 Oxford Street,Islington,4,2,230,68,0,0,2,Semi-Detached,Gas Heating,No Balcony,Minimalist,Garden,Granite,Renovated,2208000,Islington,1808,Islington Place,3350000,House,3564,4,4,4,Islington,London,N1 0ET
153 Piccadilly Circus,Marylebone,1,3,209,60,1,0,3,Detached House,Underfloor Heating,Low-level Balcony,Industrial,City,Laminate Flooring,New,3135000,Westminster,3253,Upper Wimpole Street,12750000,House,7526,6,6,6,Marylebone,London,W1G 6LG
142 King's Road,Islington,1,3,242,85,0,1,3,Detached House,Central Heating,Low-level Balcony,Industrial,Sea,Granite,New,2904000,Islington,1627,Lofting Road,570000,Flat / Apartment,642,2,2,2,Islington,London,N1 1ET
142 Park Lane,Islington,4,3,105,81,0,0,1,Semi-Detached,Gas Heating,High-level Balcony,Minimalist,Garden,Granite,New,1008000,Islington,502,Morton Road,1800000,House,1919,3,3,3,Islington,London,N1 3BD
19 Fleet Street,Islington,1,2,95,86,0,1,1,Semi-Detached,Gas Heating,No Balcony,Minimalist,City,Marble,Renovated,912000,Islington,3277,Duncan Terrace,4250000,House,2940,4,4,4,Islington,London,N1 8AG
162 Fleet Street,Marylebone,5,2,148,5,0,1,2,Semi-Detached,Electric Heating,High-level Balcony,Industrial,City,Wood,New,1776000,Westminster,72,Weymouth Mews,3500000,House,1763,4,4,4,Marylebone,London,W1G 7EB
146 King's Road,Islington,4,2,113,72,1,0,1,Semi-Detached,Gas Heating,Low-level Balcony,Classic,Park,Granite,Old,1084800,Islington,3277,Duncan Terrace,4250000,House,2940,4,4,4,Islington,London,N1 8AG
104 Oxford Street,Islington,2,3,179,5,0,1,1,Detached House,Underfloor Heating,No Balcony,Industrial,Street,Laminate Flooring,New,2148000,Islington,1243,College Cross,2395000,House,2212,4,4,4,Islington,London,N1 1PT
40 Camden High Street,Islington,3,2,51,56,1,0,1,Detached House,Gas Heating,Low-level Balcony,Industrial,Garden,Laminate Flooring,New,612000,Islington,502,Morton Road,1800000,House,1919,3,3,3,Islington,London,N1 3BD
118 Park Lane,Marylebone,2,1,231,29,0,0,1,Apartment,Electric Heating,No Balcony,Industrial,Park,Laminate Flooring,New,2310000,Westminster,1286,Harley Place,1350000,Mews,993,2,2,2,Marylebone,London,W1G 8QE
61 Oxford Street,Notting Hill,3,3,68,86,0,1,1,Detached House,Gas Heating,High-level Balcony,Minimalist,Sea,Marble,Old,1088000,Kensington and Chelsea,1281,Clarendon Road,3600000,House,1831,5,5,5,Notting Hill,London,W11 2HW
106 Park Lane,Marylebone,2,2,53,98,1,1,3,Apartment,Underfloor Heating,High-level Balcony,Modern,Garden,Wood,Old,530000,Westminster,2525,Portland Place,4900000,Penthouse,2122,2,2,2,Marylebone,London,W1B 1PW
193 Baker Street,Marylebone,4,1,111,28,1,0,3,Semi-Detached,Central Heating,High-level Balcony,Classic,Garden,Wood,Old,1332000,Westminster,708,Luxborough Street,750000,Flat / Apartment,633,2,2,2,Marylebone,London,W1U 5BS
29 King's Road,Shoreditch,1,3,71,12,1,1,3,Semi-Detached,Gas Heating,High-level Balcony,Modern,Garden,Marble,Renovated,624799,Hackney,1919,City Road,500000,Flat / Apartment,551,1,1,1,Shoreditch,London,EC1V 1AG
178 Fleet Street,Marylebone,3,1,236,77,0,0,3,Semi-Detached,Gas Heating,No Balcony,Modern,Sea,Wood,Old,2832000,Westminster,2227,Marylebone High Street,7250000,New development,1991,3,3,3,Marylebone,London,W1U 4PY
189 Park Lane,Shoreditch,5,1,169,27,0,1,1,Semi-Detached,Underfloor Heating,High-level Balcony,Classic,Street,Wood,Old,1487199,Hackney,1461,Quaker Street,799950,Penthouse,842,2,2,2,Shoreditch,London,E1 6SY
173 Camden High Street,Marylebone,2,2,54,3,1,0,1,Semi-Detached,Central Heating,Low-level Balcony,Classic,Park,Marble,Renovated,648000,Westminster,2805,Montagu Square,2595000,Flat / Apartment,1452,3,3,3,Marylebone,London,W1H 2LW
97 Strand,Marylebone,2,2,131,93,0,0,2,Detached House,Gas Heating,High-level Balcony,Minimalist,Street,Marble,Old,1965000,Westminster,3203,Wyndham Street,3650000,House,2390,4,4,4,Marylebone,London,W1H 1DB
198 King's Road,Islington,5,2,126,95,1,0,2,Detached House,Electric Heating,No Balcony,Industrial,Street,Laminate Flooring,Old,1512000,Islington,1627,Lofting Road,570000,Flat / Apartment,642,2,2,2,Islington,London,N1 1ET
121 Fleet Street,Marylebone,4,3,156,95,0,0,3,Apartment,Electric Heating,Low-level Balcony,Modern,Garden,Granite,New,1560000,Westminster,1653,Gloucester Place,1050000,Flat / Apartment,848,3,3,3,Marylebone,London,W1U 6AW
111 Fleet Street,Notting Hill,3,2,63,74,1,0,3,Semi-Detached,Underfloor Heating,High-level Balcony,Minimalist,Garden,Laminate Flooring,Old,806400,Kensington and Chelsea,3141,Hereford Road,725000,Flat / Apartment,521,1,1,1,Notting Hill,London,W2 5AJ
85 Baker Street,Westminster,2,1,180,70,1,1,1,Apartment,Gas Heating,Low-level Balcony,Industrial,Garden,Wood,Old,2160000,Westminster,878,Maunsel Street,2950000,House,2349,5,5,5,Westminster,London,SW1P 2QN
176 Oxford Street,Chelsea,1,1,64,36,1,0,2,Semi-Detached,Underfloor Heating,Low-level Balcony,Modern,Park,Laminate Flooring,New,1024000,Kensington and Chelsea,1005,Wellington Square,3950000,House,2530,6,6,6,Chelsea,London,SW3 4NW
145 Oxford Street,Chelsea,3,1,54,55,0,1,3,Detached House,Electric Heating,No Balcony,Industrial,Street,Granite,Renovated,1080000,Kensington and Chelsea,171,Redcliffe Gardens,1195000,Flat / Apartment,872,2,2,2,Chelsea,London,SW10 9HA
96 Fleet Street,Chelsea,1,3,184,35,0,1,1,Apartment,Gas Heating,High-level Balcony,Classic,Park,Wood,New,2453333,Kensington and Chelsea,965,Drayton Gardens,4750000,House,3104,6,6,6,Chelsea,London,SW10 9RY
138 Park Lane,Islington,3,2,78,88,1,1,3,Apartment,Gas Heating,No Balcony,Classic,Sea,Wood,Old,624000,Islington,3382,Mortimer Road,3500000,House,3174,4,4,4,Islington,London,N1 4LB
199 Camden High Street,Marylebone,2,3,179,98,0,0,1,Apartment,Central Heating,High-level Balcony,Classic,Sea,Laminate Flooring,Old,1790000,Westminster,1653,Gloucester Place,1050000,Flat / Apartment,848,3,3,3,Marylebone,London,W1U 6AW
82 Regent Street,Notting Hill,1,3,136,70,1,0,2,Detached House,Central Heating,High-level Balcony,Industrial,Sea,Wood,Old,2176000,Kensington and Chelsea,762,Arundel Gardens,1350000,Flat / Apartment,628,1,1,1,Notting Hill,London,W11 2LB
132 Park Lane,Chelsea,5,2,149,63,0,1,3,Semi-Detached,Central Heating,High-level Balcony,Industrial,Park,Laminate Flooring,Old,2384000,Kensington and Chelsea,1117,Smith Terrace,2975000,House,2041,3,3,3,Chelsea,London,SW3 4DL
144 Strand,Islington,4,3,94,81,0,1,2,Detached House,Electric Heating,High-level Balcony,Industrial,Street,Wood,Renovated,1128000,Islington,1025,Stonefield Street,499950,Flat / Apartment,386,1,1,1,Islington,London,N1 0HW
195 Fleet Street,Greenwich,1,2,75,30,1,0,1,Semi-Detached,Electric Heating,Low-level Balcony,Minimalist,Garden,Wood,Renovated,600000,Greenwich,2688,Chandlers Avenue,395000,Flat / Apartment,553,1,1,1,Greenwich,London,SE10 0NN
26 Fleet Street,Chelsea,2,1,196,96,1,0,2,Detached House,Underfloor Heating,Low-level Balcony,Modern,Park,Wood,Renovated,3920000,Kensington and Chelsea,206,Radnor Walk,3450000,House,1820,5,5,5,Chelsea,London,SW3 4BN
129 Strand,Marylebone,2,1,171,21,0,0,1,Detached House,Electric Heating,No Balcony,Industrial,Sea,Wood,Old,2565000,Westminster,3394,Upper Wimpole Street,14750000,House,9053,9,9,9,Marylebone,London,W1G 6LG
174 Park Lane,Islington,5,3,236,30,0,0,2,Semi-Detached,Gas Heating,Low-level Balcony,Minimalist,Street,Marble,Old,2265600,Islington,2638,Southgate Road,1675000,House,1845,5,5,5,Islington,London,N1 3HX
191 Regent Street,Camden,1,1,228,9,1,1,3,Apartment,Underfloor Heating,High-level Balcony,Minimalist,Park,Wood,Old,1975999,Camden,2966,Plender Street,525000,Flat / Apartment,565,1,1,1,Camden,London,NW1 0LB
102 King's Road,Marylebone,2,3,86,47,1,1,2,Detached House,Electric Heating,High-level Balcony,Industrial,City,Granite,Old,1290000,Westminster,2622,Portland Place,1050000,Flat / Apartment,631,2,2,2,Marylebone,London,W1B 1NX
91 King's Road,Marylebone,5,3,55,34,1,1,1,Detached House,Central Heating,No Balcony,Minimalist,Garden,Marble,Renovated,825000,Westminster,707,Devonshire Street,875000,Flat / Apartment,570,2,2,2,Marylebone,London,W1G 6PY
160 Fleet Street,Marylebone,1,2,99,17,0,1,3,Apartment,Electric Heating,No Balcony,Modern,City,Laminate Flooring,Renovated,990000,Westminster,2383,Hallam Street,1095000,Flat / Apartment,663,2,2,2,Marylebone,London,W1W 6JN
196 King's Road,Islington,2,2,183,5,0,0,1,Detached House,Electric Heating,No Balcony,Minimalist,Sea,Marble,New,2196000,Islington,986,Lawford Road,1375000,House,1340,3,3,3,Islington,London,N1 5BJ
191 Strand,Marylebone,3,2,73,94,1,0,3,Semi-Detached,Underfloor Heating,No Balcony,Classic,Park,Wood,Old,876000,Westminster,2622,Portland Place,1050000,Flat / Apartment,631,2,2,2,Marylebone,London,W1B 1NX
116 Camden High Street,Camden,4,2,166,68,1,1,1,Semi-Detached,Underfloor Heating,Low-level Balcony,Classic,Garden,Wood,Renovated,1726399,Camden,2948,Inverness Street,450000,Flat / Apartment,500,1,1,1,Camden,London,NW1 7HB
195 Regent Street,Greenwich,5,1,91,78,1,0,1,Semi-Detached,Electric Heating,Low-level Balcony,Classic,Park,Granite,Old,728000,Greenwich,2688,Chandlers Avenue,395000,Flat / Apartment,553,1,1,1,Greenwich,London,SE10 0NN
12 Oxford Street,Islington,3,2,103,84,0,1,3,Detached House,Electric Heating,Low-level Balcony,Industrial,Sea,Marble,New,1236000,Islington,1223,Canonbury Lane,2275000,House,1969,4,4,4,Islington,London,N1 2AP
157 Bond Street,Westminster,1,2,210,60,0,0,3,Detached House,Gas Heating,Low-level Balcony,Classic,Park,Laminate Flooring,Renovated,3780000,Westminster,1882,Rochester Row,995000,Flat / Apartment,747,2,2,2,Westminster,London,SW1P 1LQ
115 Fleet Street,Islington,1,2,206,11,0,1,2,Apartment,Underfloor Heating,Low-level Balcony,Minimalist,Garden,Laminate Flooring,Renovated,1648000,Islington,1106,Buckingham Road,699950,House,1255,1,1,1,Islington,London,N1 4JA
193 Piccadilly Circus,Notting Hill,3,3,51,4,0,1,2,Detached House,Electric Heating,High-level Balcony,Modern,Sea,Wood,New,816000,Kensington and Chelsea,2920,Pembridge Villas,1795000,Flat / Apartment,1118,2,2,2,Notting Hill,London,W11 3EL
